quote_date,item_id,p_mean,p_75,p_median,p_25,date,dateStata,dateISO,obs,year,month,quarter,_merge,itemName
201108,630435,11.42722,12.99,10.5,9.5,283,01/08/2011,01/08/2011,111624,2011,8,3,Matched (3),Fiction Hardback
201108,630425,14.06343,15.99,15,10,283,01/08/2011,01/08/2011,111624,2011,8,3,Matched (3),Non Fiction Harback
201108,630426,7.639255,8.99,7.99,6.99,283,01/08/2011,01/08/2011,111624,2011,8,3,Matched (3),Non Fiction Paperback
201108,630434,5.145117,5.99,5.99,3.99,283,01/08/2011,01/08/2011,111624,2011,8,3,Matched (3),Illustrated Under 5
201109,630426,7.749437,8.99,7.99,7.99,284,01/09/2011,01/09/2011,112468,2011,9,3,Matched (3),Non Fiction Paperback
201109,630435,11.54877,12.99,10.99,9.99,284,01/09/2011,01/09/2011,112468,2011,9,3,Matched (3),Fiction Hardback
201109,630434,5.174393,5.99,5.99,3.99,284,01/09/2011,01/09/2011,112468,2011,9,3,Matched (3),Illustrated Under 5
201109,630425,13.88634,16,13.99,10,284,01/09/2011,01/09/2011,112468,2011,9,3,Matched (3),Non Fiction Harback
201110,630425,13.90023,15,13.99,11.99,285,01/10/2011,01/10/2011,112689,2011,10,4,Matched (3),Non Fiction Harback
201110,630426,7.817187,8.99,8.99,5.99,285,01/10/2011,01/10/2011,112689,2011,10,4,Matched (3),Non Fiction Paperback
201110,630435,12.39151,13.99,12.99,9.49,285,01/10/2011,01/10/2011,112689,2011,10,4,Matched (3),Fiction Hardback
201110,630434,5.1825,5.99,5.99,3.745,285,01/10/2011,01/10/2011,112689,2011,10,4,Matched (3),Illustrated Under 5
201111,630434,5.134939,5.99,5.615,3.745,286,01/11/2011,01/11/2011,112558,2011,11,4,Matched (3),Illustrated Under 5
201111,630435,11.23172,12.99,10,9.49,286,01/11/2011,01/11/2011,112558,2011,11,4,Matched (3),Fiction Hardback
201111,630426,7.695063,8.99,8.99,6.74,286,01/11/2011,01/11/2011,112558,2011,11,4,Matched (3),Non Fiction Paperback
201111,630425,12.68453,15,13,10,286,01/11/2011,01/11/2011,112558,2011,11,4,Matched (3),Non Fiction Harback
201112,630426,7.56642,8.99,8.99,5.99,287,01/12/2011,01/12/2011,113770,2011,12,4,Matched (3),Non Fiction Paperback
201112,630434,5.128125,5.99,5.24,3.99,287,01/12/2011,01/12/2011,113770,2011,12,4,Matched (3),Illustrated Under 5
201112,630425,12.04721,15,10,9.5,287,01/12/2011,01/12/2011,113770,2011,12,4,Matched (3),Non Fiction Harback
201112,630435,11.41163,13.99,10,9.49,287,01/12/2011,01/12/2011,113770,2011,12,4,Matched (3),Fiction Hardback
201201,630434,5.135363,5.99,5.24,3.99,288,01/01/2012,01/01/2012,112915,2012,1,1,Matched (3),Illustrated Under 5
201201,630435,9.982627,10,9.5,9,288,01/01/2012,01/01/2012,112915,2012,1,1,Matched (3),Fiction Hardback
201201,630426,7.587066,8.99,7.99,5.99,288,01/01/2012,01/01/2012,112915,2012,1,1,Matched (3),Non Fiction Paperback
201201,630425,11.28731,13.99,10,9.99,288,01/01/2012,01/01/2012,112915,2012,1,1,Matched (3),Non Fiction Harback
201202,630425,14.85146,18,16,10,289,01/02/2012,01/02/2012,109908,2012,2,1,Matched (3),Non Fiction Harback
201202,630437,6.460761,6.99,5.99,5,289,01/02/2012,01/02/2012,109908,2012,2,1,Matched (3),Teenage Fiction
201202,630435,11.48636,13.99,10,9,289,01/02/2012,01/02/2012,109908,2012,2,1,Matched (3),Fiction Hardback
201202,630426,7.86097,8.99,7.99,6.49,289,01/02/2012,01/02/2012,109908,2012,2,1,Matched (3),Non Fiction Paperback
201202,630434,5.229125,6.99,5.99,3.725,289,01/02/2012,01/02/2012,109908,2012,2,1,Matched (3),Illustrated Under 5
201203,630437,6.103654,6.99,5.99,4.5,290,01/03/2012,01/03/2012,112591,2012,3,1,Matched (3),Teenage Fiction
201203,630434,5.341775,6.99,5.99,3.99,290,01/03/2012,01/03/2012,112591,2012,3,1,Matched (3),Illustrated Under 5
201203,630425,14.20117,16.99,12.99,10,290,01/03/2012,01/03/2012,112591,2012,3,1,Matched (3),Non Fiction Harback
201203,630426,7.022071,7.99,7.99,5.99,290,01/03/2012,01/03/2012,112591,2012,3,1,Matched (3),Non Fiction Paperback
201203,630435,11.10429,12.99,9.5,9.49,290,01/03/2012,01/03/2012,112591,2012,3,1,Matched (3),Fiction Hardback
201204,630435,11.41782,13.99,9.5,8.46,291,01/04/2012,01/04/2012,111722,2012,4,2,Matched (3),Fiction Hardback
201204,630426,7.076201,7.99,7.99,6.99,291,01/04/2012,01/04/2012,111722,2012,4,2,Matched (3),Non Fiction Paperback
201204,630434,5.347616,6.99,5.99,3.99,291,01/04/2012,01/04/2012,111722,2012,4,2,Matched (3),Illustrated Under 5
201204,630437,6.200469,6.99,6.99,4,291,01/04/2012,01/04/2012,111722,2012,4,2,Matched (3),Teenage Fiction
201204,630425,14.35,16.99,14.99,9.99,291,01/04/2012,01/04/2012,111722,2012,4,2,Matched (3),Non Fiction Harback
201205,630434,5.306327,6.99,5.99,3.85,292,01/05/2012,01/05/2012,112977,2012,5,2,Matched (3),Illustrated Under 5
201205,630437,6.012,6.99,5.99,4,292,01/05/2012,01/05/2012,112977,2012,5,2,Matched (3),Teenage Fiction
201205,630425,12.84394,14.99,12.99,9.99,292,01/05/2012,01/05/2012,112977,2012,5,2,Matched (3),Non Fiction Harback
201205,630435,11.86734,13.99,11.99,8.46,292,01/05/2012,01/05/2012,112977,2012,5,2,Matched (3),Fiction Hardback
201205,630426,6.733575,7.99,6.99,5.99,292,01/05/2012,01/05/2012,112977,2012,5,2,Matched (3),Non Fiction Paperback
201206,630426,6.914425,7.99,7.99,4.99,293,01/06/2012,01/06/2012,113464,2012,6,2,Matched (3),Non Fiction Paperback
201206,630425,13.20068,14.99,12.99,10.86,293,01/06/2012,01/06/2012,113464,2012,6,2,Matched (3),Non Fiction Harback
201206,630434,5.422544,6.99,5.99,3.95,293,01/06/2012,01/06/2012,113464,2012,6,2,Matched (3),Illustrated Under 5
201206,630437,5.965086,6.99,6.99,3.95,293,01/06/2012,01/06/2012,113464,2012,6,2,Matched (3),Teenage Fiction
201206,630435,11.41996,15,9.99,8.86,293,01/06/2012,01/06/2012,113464,2012,6,2,Matched (3),Fiction Hardback
201207,630434,5.275146,6.99,5.99,3.86,294,01/07/2012,01/07/2012,112979,2012,7,3,Matched (3),Illustrated Under 5
201207,630425,11.73252,14.99,11.99,9.99,294,01/07/2012,01/07/2012,112979,2012,7,3,Matched (3),Non Fiction Harback
201207,630435,11.4392,14.99,9.99,8.46,294,01/07/2012,01/07/2012,112979,2012,7,3,Matched (3),Fiction Hardback
201207,630437,6.042174,6.99,6.99,4,294,01/07/2012,01/07/2012,112979,2012,7,3,Matched (3),Teenage Fiction
201207,630426,7.861895,7.99,7.99,6.99,294,01/07/2012,01/07/2012,112979,2012,7,3,Matched (3),Non Fiction Paperback
201208,630435,11.89729,14.99,11.89,8.86,295,01/08/2012,01/08/2012,113779,2012,8,3,Matched (3),Fiction Hardback
201208,630434,5.296034,6.99,5.99,3.86,295,01/08/2012,01/08/2012,113779,2012,8,3,Matched (3),Illustrated Under 5
201208,630437,5.936109,6.99,6.99,3.86,295,01/08/2012,01/08/2012,113779,2012,8,3,Matched (3),Teenage Fiction
201208,630426,7.300266,7.99,7.99,6.99,295,01/08/2012,01/08/2012,113779,2012,8,3,Matched (3),Non Fiction Paperback
201208,630425,12.35956,15,12.99,9.99,295,01/08/2012,01/08/2012,113779,2012,8,3,Matched (3),Non Fiction Harback
201209,630425,12.63354,14.99,12.99,10,296,01/09/2012,01/09/2012,113529,2012,9,3,Matched (3),Non Fiction Harback
201209,630437,6.195507,6.99,6.99,5,296,01/09/2012,01/09/2012,113529,2012,9,3,Matched (3),Teenage Fiction
201209,630434,5.270345,6.99,5.99,3.85,296,01/09/2012,01/09/2012,113529,2012,9,3,Matched (3),Illustrated Under 5
201209,630426,7.745723,8.99,7.99,7.99,296,01/09/2012,01/09/2012,113529,2012,9,3,Matched (3),Non Fiction Paperback
201209,630435,12.33133,14.99,12.99,8.86,296,01/09/2012,01/09/2012,113529,2012,9,3,Matched (3),Fiction Hardback
201210,630426,7.344383,8.99,7.99,6.99,297,01/10/2012,01/10/2012,113193,2012,10,4,Matched (3),Non Fiction Paperback
201210,630437,6.176375,6.99,5.99,4.68,297,01/10/2012,01/10/2012,113193,2012,10,4,Matched (3),Teenage Fiction
201210,630425,13.53723,15,15,10,297,01/10/2012,01/10/2012,113193,2012,10,4,Matched (3),Non Fiction Harback
201210,630435,12.27588,14.99,13,9,297,01/10/2012,01/10/2012,113193,2012,10,4,Matched (3),Fiction Hardback
201210,630434,5.300571,6.99,5.99,3.85,297,01/10/2012,01/10/2012,113193,2012,10,4,Matched (3),Illustrated Under 5
201211,630426,7.512037,7.99,7.99,7.99,298,01/11/2012,01/11/2012,112322,2012,11,4,Matched (3),Non Fiction Paperback
201211,630425,11.56149,15,9.99,8.49,298,01/11/2012,01/11/2012,112322,2012,11,4,Matched (3),Non Fiction Harback
201211,630437,6.213482,6.99,5.99,4.89,298,01/11/2012,01/11/2012,112322,2012,11,4,Matched (3),Teenage Fiction
201211,630434,5.320351,6.99,5.99,3.85,298,01/11/2012,01/11/2012,112322,2012,11,4,Matched (3),Illustrated Under 5
201211,630435,11.05548,13,10,8.86,298,01/11/2012,01/11/2012,112322,2012,11,4,Matched (3),Fiction Hardback
201212,630434,5.383429,6.99,5.99,3.85,299,01/12/2012,01/12/2012,112522,2012,12,4,Matched (3),Illustrated Under 5
201212,630426,7.554146,7.99,7.99,7.49,299,01/12/2012,01/12/2012,112522,2012,12,4,Matched (3),Non Fiction Paperback
201212,630425,12.40462,15,10,9.99,299,01/12/2012,01/12/2012,112522,2012,12,4,Matched (3),Non Fiction Harback
201212,630437,6.356491,6.99,5.99,5.59,299,01/12/2012,01/12/2012,112522,2012,12,4,Matched (3),Teenage Fiction
201212,630435,11.42538,13.99,9.99,9,299,01/12/2012,01/12/2012,112522,2012,12,4,Matched (3),Fiction Hardback
201301,630426,7.500584,7.99,7.99,7.99,300,01/01/2013,01/01/2013,112470,2013,1,1,Matched (3),Non Fiction Paperback
201301,630435,11.51389,15,9.99,9,300,01/01/2013,01/01/2013,112470,2013,1,1,Matched (3),Fiction Hardback
201301,630434,5.385056,6.99,5.99,3.85,300,01/01/2013,01/01/2013,112470,2013,1,1,Matched (3),Illustrated Under 5
201301,630437,6.375745,6.99,6.24,5.59,300,01/01/2013,01/01/2013,112470,2013,1,1,Matched (3),Teenage Fiction
201301,630425,12.11952,15,10,9.99,300,01/01/2013,01/01/2013,112470,2013,1,1,Matched (3),Non Fiction Harback
201302,630425,13.46401,15.5,15,9.99,301,01/02/2013,01/02/2013,108915,2013,2,1,Matched (3),Non Fiction Harback
201302,630437,6.212026,7.99,6.99,3.85,301,01/02/2013,01/02/2013,108915,2013,2,1,Matched (3),Teenage Fiction
201302,630434,5.494345,6.99,5.99,3.85,301,01/02/2013,01/02/2013,108915,2013,2,1,Matched (3),Illustrated Under 5
201302,630426,7.335705,7.99,7.99,7.99,301,01/02/2013,01/02/2013,108915,2013,2,1,Matched (3),Non Fiction Paperback
201302,630435,11.72816,15.99,9.99,8.8,301,01/02/2013,01/02/2013,108915,2013,2,1,Matched (3),Fiction Hardback
201303,630437,6.239008,7.99,6.99,3.85,302,01/03/2013,01/03/2013,112073,2013,3,1,Matched (3),Teenage Fiction
201303,630434,5.457207,6.99,5.99,3.85,302,01/03/2013,01/03/2013,112073,2013,3,1,Matched (3),Illustrated Under 5
201303,630425,14.41792,17,15,10,302,01/03/2013,01/03/2013,112073,2013,3,1,Matched (3),Non Fiction Harback
201303,630435,12.0336,15,9.99,8.8,302,01/03/2013,01/03/2013,112073,2013,3,1,Matched (3),Fiction Hardback
201303,630426,7.026057,7.99,7.99,4,302,01/03/2013,01/03/2013,112073,2013,3,1,Matched (3),Non Fiction Paperback
201304,630437,6.201372,7.99,6.99,3.85,303,01/04/2013,01/04/2013,111932,2013,4,2,Matched (3),Teenage Fiction
201304,630425,13.15263,16.99,12.99,9,303,01/04/2013,01/04/2013,111932,2013,4,2,Matched (3),Non Fiction Harback
201304,630426,7.099251,7.99,7.99,7.99,303,01/04/2013,01/04/2013,111932,2013,4,2,Matched (3),Non Fiction Paperback
201304,630434,5.504406,6.99,5.99,3.99,303,01/04/2013,01/04/2013,111932,2013,4,2,Matched (3),Illustrated Under 5
201304,630435,12.10701,14.99,12.15,9,303,01/04/2013,01/04/2013,111932,2013,4,2,Matched (3),Fiction Hardback
201305,630435,13.05145,15.99,13.99,9.49,304,01/05/2013,01/05/2013,112460,2013,5,2,Matched (3),Fiction Hardback
201305,630434,5.398391,6.99,5.99,3.85,304,01/05/2013,01/05/2013,112460,2013,5,2,Matched (3),Illustrated Under 5
201305,630437,6.110084,7.99,5.99,3.85,304,01/05/2013,01/05/2013,112460,2013,5,2,Matched (3),Teenage Fiction
201305,630426,7.177567,7.99,7.99,6.99,304,01/05/2013,01/05/2013,112460,2013,5,2,Matched (3),Non Fiction Paperback
201305,630425,13.27329,16,13.99,9.99,304,01/05/2013,01/05/2013,112460,2013,5,2,Matched (3),Non Fiction Harback
201306,630425,12.50364,16,12.99,9,305,01/06/2013,01/06/2013,113182,2013,6,2,Matched (3),Non Fiction Harback
201306,630435,11.30704,13.99,9.99,9,305,01/06/2013,01/06/2013,113182,2013,6,2,Matched (3),Fiction Hardback
201306,630437,6.082887,7.99,6.99,3.85,305,01/06/2013,01/06/2013,113182,2013,6,2,Matched (3),Teenage Fiction
201306,630426,7.279824,7.99,7.99,7.99,305,01/06/2013,01/06/2013,113182,2013,6,2,Matched (3),Non Fiction Paperback
201306,630434,5.417307,6.99,5.99,3.85,305,01/06/2013,01/06/2013,113182,2013,6,2,Matched (3),Illustrated Under 5
201307,630437,6.18744,7.99,6.99,3.85,306,01/07/2013,01/07/2013,110722,2013,7,3,Matched (3),Teenage Fiction
201307,630426,7.085145,8.99,7.99,4,306,01/07/2013,01/07/2013,110722,2013,7,3,Matched (3),Non Fiction Paperback
201307,630425,13.14916,16,12.99,9.49,306,01/07/2013,01/07/2013,110722,2013,7,3,Matched (3),Non Fiction Harback
201307,630434,5.475674,6.99,5.99,3.85,306,01/07/2013,01/07/2013,110722,2013,7,3,Matched (3),Illustrated Under 5
201307,630435,11.05221,12.99,10,9,306,01/07/2013,01/07/2013,110722,2013,7,3,Matched (3),Fiction Hardback
201308,630434,5.457442,6.99,5.99,3.85,307,01/08/2013,01/08/2013,111818,2013,8,3,Matched (3),Illustrated Under 5
201308,630437,6.006484,7.99,6.99,3.85,307,01/08/2013,01/08/2013,111818,2013,8,3,Matched (3),Teenage Fiction
201308,630425,10.93936,12.99,9,8.49,307,01/08/2013,01/08/2013,111818,2013,8,3,Matched (3),Non Fiction Harback
201308,630435,11.12807,13.99,9.99,9,307,01/08/2013,01/08/2013,111818,2013,8,3,Matched (3),Fiction Hardback
201308,630426,7.344152,8.99,7.99,7.99,307,01/08/2013,01/08/2013,111818,2013,8,3,Matched (3),Non Fiction Paperback
201309,630435,11.60996,14.99,10,9,308,01/09/2013,01/09/2013,111942,2013,9,3,Matched (3),Fiction Hardback
201309,630434,5.530955,6.99,5.99,3.99,308,01/09/2013,01/09/2013,111942,2013,9,3,Matched (3),Illustrated Under 5
201309,630437,6.024323,7.99,6.99,3.85,308,01/09/2013,01/09/2013,111942,2013,9,3,Matched (3),Teenage Fiction
201309,630425,11.41455,12.99,11.99,8.49,308,01/09/2013,01/09/2013,111942,2013,9,3,Matched (3),Non Fiction Harback
201309,630426,7.177178,7.99,7.99,6.99,308,01/09/2013,01/09/2013,111942,2013,9,3,Matched (3),Non Fiction Paperback
201310,630425,12.53672,14,12.99,9.49,309,01/10/2013,01/10/2013,112357,2013,10,4,Matched (3),Non Fiction Harback
201310,630434,5.446743,6.99,5.99,3.85,309,01/10/2013,01/10/2013,112357,2013,10,4,Matched (3),Illustrated Under 5
201310,630435,11.97033,15,10.99,9,309,01/10/2013,01/10/2013,112357,2013,10,4,Matched (3),Fiction Hardback
201310,630437,6.284242,7.99,6.99,3.85,309,01/10/2013,01/10/2013,112357,2013,10,4,Matched (3),Teenage Fiction
201310,630426,7.309114,7.99,7.99,7.99,309,01/10/2013,01/10/2013,112357,2013,10,4,Matched (3),Non Fiction Paperback
201311,630426,7.159933,7.99,7.99,6.99,310,01/11/2013,01/11/2013,111887,2013,11,4,Matched (3),Non Fiction Paperback
201311,630435,12.14515,15,10,9,310,01/11/2013,01/11/2013,111887,2013,11,4,Matched (3),Fiction Hardback
201311,630437,6.139752,7.99,6.99,3.85,310,01/11/2013,01/11/2013,111887,2013,11,4,Matched (3),Teenage Fiction
201311,630434,5.50779,6.99,5.99,3.99,310,01/11/2013,01/11/2013,111887,2013,11,4,Matched (3),Illustrated Under 5
201311,630425,13.31397,15,14,9.99,310,01/11/2013,01/11/2013,111887,2013,11,4,Matched (3),Non Fiction Harback
201312,630437,6.189252,7.99,6.99,3.85,311,01/12/2013,01/12/2013,112786,2013,12,4,Matched (3),Teenage Fiction
201312,630434,5.537,6.99,5.99,3.99,311,01/12/2013,01/12/2013,112786,2013,12,4,Matched (3),Illustrated Under 5
201312,630426,7.098783,7.99,7.99,6.99,311,01/12/2013,01/12/2013,112786,2013,12,4,Matched (3),Non Fiction Paperback
201312,630425,12.87973,15,12.99,9.99,311,01/12/2013,01/12/2013,112786,2013,12,4,Matched (3),Non Fiction Harback
201312,630435,11.39527,13.99,9.99,9,311,01/12/2013,01/12/2013,112786,2013,12,4,Matched (3),Fiction Hardback
201401,630425,12.62422,15.99,11.99,9.99,312,01/01/2014,01/01/2014,113219,2014,1,1,Matched (3),Non Fiction Harback
201401,630437,6.165635,7.99,6.99,3.85,312,01/01/2014,01/01/2014,113219,2014,1,1,Matched (3),Teenage Fiction
201401,630435,11.55498,14.99,9.99,9,312,01/01/2014,01/01/2014,113219,2014,1,1,Matched (3),Fiction Hardback
201401,630426,7.803648,7.99,7.99,7.99,312,01/01/2014,01/01/2014,113219,2014,1,1,Matched (3),Non Fiction Paperback
201401,630434,5.430914,6.99,5.99,3.85,312,01/01/2014,01/01/2014,113219,2014,1,1,Matched (3),Illustrated Under 5
201402,630426,7.774354,7.99,7.99,7.99,313,01/02/2014,01/02/2014,108434,2014,2,1,Matched (3),Non Fiction Paperback
201402,630434,5.420422,6.99,5.99,3.99,313,01/02/2014,01/02/2014,108434,2014,2,1,Matched (3),Illustrated Under 5
201402,630425,12.92333,15,12.5,9.5,313,01/02/2014,01/02/2014,108434,2014,2,1,Matched (3),Non Fiction Harback
201402,630437,6.283853,7.99,6.99,3.85,313,01/02/2014,01/02/2014,108434,2014,2,1,Matched (3),Teenage Fiction
201402,630435,12.25068,14.99,12.99,9,313,01/02/2014,01/02/2014,108434,2014,2,1,Matched (3),Fiction Hardback
201403,630435,10.56743,12.99,9.99,8.49,314,01/03/2014,01/03/2014,111378,2014,3,1,Matched (3),Fiction Hardback
201403,630434,5.372179,6.99,5.99,3.85,314,01/03/2014,01/03/2014,111378,2014,3,1,Matched (3),Illustrated Under 5
201403,630425,14.11477,18,12.99,10.99,314,01/03/2014,01/03/2014,111378,2014,3,1,Matched (3),Non Fiction Harback
201403,630426,7.38619,7.99,7.99,7.99,314,01/03/2014,01/03/2014,111378,2014,3,1,Matched (3),Non Fiction Paperback
201403,630437,6.338469,7.99,6.99,4,314,01/03/2014,01/03/2014,111378,2014,3,1,Matched (3),Teenage Fiction
201404,630426,7.39421,7.99,7.99,7.99,315,01/04/2014,01/04/2014,110845,2014,4,2,Matched (3),Non Fiction Paperback
201404,630437,6.320173,7.99,6.99,4,315,01/04/2014,01/04/2014,110845,2014,4,2,Matched (3),Teenage Fiction
201404,630435,11.29417,13.29,10.34,9.99,315,01/04/2014,01/04/2014,110845,2014,4,2,Matched (3),Fiction Hardback
201404,630425,14.29845,16,12.99,11.55,315,01/04/2014,01/04/2014,110845,2014,4,2,Matched (3),Non Fiction Harback
201404,630434,5.390111,6.99,5.99,3.85,315,01/04/2014,01/04/2014,110845,2014,4,2,Matched (3),Illustrated Under 5
201405,630437,6.319345,7.99,6.99,4,316,01/05/2014,01/05/2014,111915,2014,5,2,Matched (3),Teenage Fiction
201405,630434,5.372921,6.99,5.99,3.85,316,01/05/2014,01/05/2014,111915,2014,5,2,Matched (3),Illustrated Under 5
201405,630426,7.327,7.99,7.99,7.99,316,01/05/2014,01/05/2014,111915,2014,5,2,Matched (3),Non Fiction Paperback
201405,630435,11.9328,13.99,10.99,9.99,316,01/05/2014,01/05/2014,111915,2014,5,2,Matched (3),Fiction Hardback
201405,630425,14.05411,16.99,13.99,10,316,01/05/2014,01/05/2014,111915,2014,5,2,Matched (3),Non Fiction Harback
201406,630434,5.409672,6.99,5.99,3.85,317,01/06/2014,01/06/2014,112673,2014,6,2,Matched (3),Illustrated Under 5
201406,630425,14.21357,17,13.99,10,317,01/06/2014,01/06/2014,112673,2014,6,2,Matched (3),Non Fiction Harback
201406,630437,6.488909,7.99,6.99,4.89,317,01/06/2014,01/06/2014,112673,2014,6,2,Matched (3),Teenage Fiction
201406,630426,7.731428,7.99,7.99,7.99,317,01/06/2014,01/06/2014,112673,2014,6,2,Matched (3),Non Fiction Paperback
201406,630435,11.63703,14,10,9,317,01/06/2014,01/06/2014,112673,2014,6,2,Matched (3),Fiction Hardback
201407,630425,14.47519,17,15,10.495,318,01/07/2014,01/07/2014,110263,2014,7,3,Matched (3),Non Fiction Harback
201407,630426,7.563288,7.99,7.99,7.99,318,01/07/2014,01/07/2014,110263,2014,7,3,Matched (3),Non Fiction Paperback
201407,630437,6.314361,7.99,6.99,3.85,318,01/07/2014,01/07/2014,110263,2014,7,3,Matched (3),Teenage Fiction
201407,630434,5.435,6.99,5.99,3.85,318,01/07/2014,01/07/2014,110263,2014,7,3,Matched (3),Illustrated Under 5
201407,630435,11.57381,14,10,9,318,01/07/2014,01/07/2014,110263,2014,7,3,Matched (3),Fiction Hardback
201408,630425,15.78102,18,16.99,11.89,319,01/08/2014,01/08/2014,111493,2014,8,3,Matched (3),Non Fiction Harback
201408,630434,5.464637,6.99,5.99,3.85,319,01/08/2014,01/08/2014,111493,2014,8,3,Matched (3),Illustrated Under 5
201408,630437,6.328017,7.99,6.99,3.99,319,01/08/2014,01/08/2014,111493,2014,8,3,Matched (3),Teenage Fiction
201408,630435,12.36033,16,10,9,319,01/08/2014,01/08/2014,111493,2014,8,3,Matched (3),Fiction Hardback
201408,630426,7.309875,7.99,7.99,7.99,319,01/08/2014,01/08/2014,111493,2014,8,3,Matched (3),Non Fiction Paperback
201409,630425,15.44733,18,17,11,320,01/09/2014,01/09/2014,111704,2014,9,3,Matched (3),Non Fiction Harback
201409,630435,11.20014,13.99,10,9,320,01/09/2014,01/09/2014,111704,2014,9,3,Matched (3),Fiction Hardback
201409,630434,5.4408,6.99,5.99,3.99,320,01/09/2014,01/09/2014,111704,2014,9,3,Matched (3),Illustrated Under 5
201409,630426,7.73865,8.99,7.99,7.99,320,01/09/2014,01/09/2014,111704,2014,9,3,Matched (3),Non Fiction Paperback
201409,630437,6.308235,7.99,6.99,3.99,320,01/09/2014,01/09/2014,111704,2014,9,3,Matched (3),Teenage Fiction
201410,630434,5.550282,6.99,5.99,4,321,01/10/2014,01/10/2014,111105,2014,10,4,Matched (3),Illustrated Under 5
201410,630437,6.279828,7.99,6.99,3.99,321,01/10/2014,01/10/2014,111105,2014,10,4,Matched (3),Teenage Fiction
201410,630425,14.64361,16,15,12,321,01/10/2014,01/10/2014,111105,2014,10,4,Matched (3),Non Fiction Harback
201410,630435,12.19438,15,11.99,9.5,321,01/10/2014,01/10/2014,111105,2014,10,4,Matched (3),Fiction Hardback
201410,630426,7.677105,7.99,7.99,7.99,321,01/10/2014,01/10/2014,111105,2014,10,4,Matched (3),Non Fiction Paperback
201411,630426,7.430662,7.99,7.99,7.99,322,01/11/2014,01/11/2014,111793,2014,11,4,Matched (3),Non Fiction Paperback
201411,630434,5.50956,6.99,5.99,4,322,01/11/2014,01/11/2014,111793,2014,11,4,Matched (3),Illustrated Under 5
201411,630437,6.436908,7.99,6.99,3.85,322,01/11/2014,01/11/2014,111793,2014,11,4,Matched (3),Teenage Fiction
201411,630425,13.47242,15,13.99,9.99,322,01/11/2014,01/11/2014,111793,2014,11,4,Matched (3),Non Fiction Harback
201411,630435,12.26395,15,11.99,9,322,01/11/2014,01/11/2014,111793,2014,11,4,Matched (3),Fiction Hardback
201412,630434,5.426337,6.99,5.99,3.85,323,01/12/2014,01/12/2014,111959,2014,12,4,Matched (3),Illustrated Under 5
201412,630437,6.602696,7.99,6.99,5.24,323,01/12/2014,01/12/2014,111959,2014,12,4,Matched (3),Teenage Fiction
201412,630435,12.70638,16,12.495,9,323,01/12/2014,01/12/2014,111959,2014,12,4,Matched (3),Fiction Hardback
201412,630426,7.817315,8.99,7.99,7.99,323,01/12/2014,01/12/2014,111959,2014,12,4,Matched (3),Non Fiction Paperback
201412,630425,13.08711,16,13.99,9,323,01/12/2014,01/12/2014,111959,2014,12,4,Matched (3),Non Fiction Harback
201501,630426,7.837172,7.99,7.99,7.99,324,01/01/2015,01/01/2015,112492,2015,1,1,Matched (3),Non Fiction Paperback
201501,630425,11.61372,15,10,9,324,01/01/2015,01/01/2015,112492,2015,1,1,Matched (3),Non Fiction Harback
201501,630437,6.24576,7.99,6.99,4,324,01/01/2015,01/01/2015,112492,2015,1,1,Matched (3),Teenage Fiction
201501,630434,5.500751,6.99,5.99,3.85,324,01/01/2015,01/01/2015,112492,2015,1,1,Matched (3),Illustrated Under 5
201501,630435,11.9482,16,10,7.245,324,01/01/2015,01/01/2015,112492,2015,1,1,Matched (3),Fiction Hardback
201502,630437,6.496127,7.99,6.99,4.66,325,01/02/2015,01/02/2015,110362,2015,2,1,Matched (3),Teenage Fiction
201502,630426,8.278286,8.99,7.99,7.99,325,01/02/2015,01/02/2015,110362,2015,2,1,Matched (3),Non Fiction Paperback
201502,630435,10.79543,13.99,10.99,6.5,325,01/02/2015,01/02/2015,110362,2015,2,1,Matched (3),Fiction Hardback
201502,630434,5.534727,6.99,5.99,4,325,01/02/2015,01/02/2015,110362,2015,2,1,Matched (3),Illustrated Under 5
201502,630425,11.7437,14.99,10,7.95,325,01/02/2015,01/02/2015,110362,2015,2,1,Matched (3),Non Fiction Harback
201503,630434,5.452931,6.99,5.99,3.85,326,01/03/2015,01/03/2015,113759,2015,3,1,Matched (3),Illustrated Under 5
201503,630426,7.921476,8.99,8.99,7.99,326,01/03/2015,01/03/2015,113759,2015,3,1,Matched (3),Non Fiction Paperback
201503,630435,9.925939,12.99,9.99,6.5,326,01/03/2015,01/03/2015,113759,2015,3,1,Matched (3),Fiction Hardback
201503,630425,13.77652,17,14.99,9.4,326,01/03/2015,01/03/2015,113759,2015,3,1,Matched (3),Non Fiction Harback
201503,630437,6.131747,7.99,6.99,3.85,326,01/03/2015,01/03/2015,113759,2015,3,1,Matched (3),Teenage Fiction
201504,630426,7.705247,8.99,8.99,7.99,327,01/04/2015,01/04/2015,115935,2015,4,2,Matched (3),Non Fiction Paperback
201504,630425,14.03833,18,13.99,9.99,327,01/04/2015,01/04/2015,115935,2015,4,2,Matched (3),Non Fiction Harback
201504,630437,6.433894,7.99,6.99,4,327,01/04/2015,01/04/2015,115935,2015,4,2,Matched (3),Teenage Fiction
201504,630434,5.461932,6.99,5.99,4,327,01/04/2015,01/04/2015,115935,2015,4,2,Matched (3),Illustrated Under 5
201504,630435,10.41991,12.99,9.99,7,327,01/04/2015,01/04/2015,115935,2015,4,2,Matched (3),Fiction Hardback
